RecordType,UNIQUE_ID,Transaction Type,Transaction Currency,Transaction Amount,Billing Currency,Billing Amount,Settlement Date,Settlement Amount,Settlement Currency,System Date,Account Number,Account Id,VPAN,Masked PAN,Date Transmit,Time Transmit,Date Local,Time Local,Message Class,Message Function,Transaction Source,Function Code,Transaction Code,Acquirer Financial Entity,Transaction Reference Number,ARN,Token Requestor ID,Authorization Transaction Log ID,Item Category,RRN,STAN,Description,Card Acceptor Location,MCC,Card Acceptor ID,Terminal Code,Acquirer ID,Acquirer Country,Card Data Input Capability,Cardholder Authentication Availability,Card Capture Capability,Operating Environment,Cardholder Present Indicator,Card Present Indicator,Card Data Input Mode,Cardholder Authentication Method,Cardholder authorization Entity,Pin Capture Capability,Reference,Original Transaction Id,Original Transaction Reference,Balance Before,Surplus Before,Balance After,Surplus After,Credit Debit,Application Sequence
R,143708,1,356,478.82,682,478.82,20250208,478.82,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,053213,20250208,053213,2,2,0,00200,0,,,,,146666,0131,1404995440913708,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,143541,2,356,9.00,682,9.00,20250208,9.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,053213,20250208,053213,2,2,0,00200,0,,,,,146666,0131,1404995440923541,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,143708,0,,0,,0,0,,0
R,144208,1002,356,14.36,682,14.36,20250208,14.36,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,053213,20250208,053213,2,2,0,00200,0,,,,,00000000000000000000,0131,1404995440934208,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,143541,0,,0,,0,0,,0
R,145625,1,356,4482.49,682,4482.49,20250208,4482.49,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,082715,20250208,082715,2,2,0,00200,1,,,,,148791,0131,1404995441845625,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,145375,2,356,672.37,682,672.37,20250208,672.37,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,082715,20250208,082715,2,2,0,00200,1,,,,,148791,0131,1404995441855375,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,145625,0,,0,,0,0,,0
R,145833,1002,356,11.00,682,11.00,20250208,11.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,082715,20250208,082715,2,2,0,00200,1,,,,,00000000000000000000,0131,1404995441865833,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,145375,0,,0,,0,0,,0
R,146708,2,356,11.00,682,11.00,20250208,11.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,082715,20250208,082715,2,2,0,00200,1,,,,,148791,0131,1404995441876708,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,145625,0,,0,,0,0,,0
R,147333,1002,356,134.47,682,134.47,20250208,134.47,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,082715,20250208,082715,2,2,0,00200,1,,,,,00000000000000000000,0131,1404995441887333,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,146708,0,,0,,0,0,,0
R,140416,1,356,4452.53,682,4452.53,20250208,4452.53,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,043036,20250208,043036,2,2,0,00200,0,,,,,143125,0131,1404995442610416,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,143541,2,356,3.00,682,3.00,20250208,3.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,043036,20250208,043036,2,2,0,00200,0,,,,,143125,0131,1404995442623541,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,140416,0,,0,,0,0,,0
R,143250,1002,356,133.58,682,133.58,20250208,133.58,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,043036,20250208,043036,2,2,0,00200,0,,,,,00000000000000000000,0131,1404995442633250,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,143541,0,,0,,0,0,,0
R,140333,1,356,4113.50,682,4113.50,20250208,4113.50,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,030032,20250208,030032,2,2,0,00200,19,,,,,148916,0131,1404995442870333,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,143916,2,356,17.00,682,17.00,20250208,17.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,030032,20250208,030032,2,2,0,00200,19,,,,,148916,0131,1404995442883916,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,140333,0,,0,,0,0,,0
R,145291,1002,356,123.40,682,123.40,20250208,123.40,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,030032,20250208,030032,2,2,0,00200,19,,,,,00000000000000000000,0131,1404995442895291,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,143916,0,,0,,0,0,,0
R,149000,1,682,2509.25,682,2509.25,20250208,2509.25,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,083506,20250208,083506,2,2,0,00200,26,,,,,141458,0131,1404995443489000,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,142208,1,356,394.57,682,394.57,20250208,394.57,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,064638,20250208,064638,2,2,0,00200,19,,,,,141833,0131,1404995443762208,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,147375,2,356,1.00,682,1.00,20250208,1.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,064638,20250208,064638,2,2,0,00200,19,,,,,141833,0131,1404995443777375,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,142208,0,,0,,0,0,,0
R,149000,1002,356,11.84,682,11.84,20250208,11.84,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,064638,20250208,064638,2,2,0,00200,19,,,,,00000000000000000000,0131,1404995443789000,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,147375,0,,0,,0,0,,0
R,147125,1,682,3260.11,682,3260.11,20250208,3260.11,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,093923,20250208,093923,2,2,0,00200,1,,,,,141250,0131,1404995444627125,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,148500,2,682,489.02,682,489.02,20250208,489.02,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,093923,20250208,093923,2,2,0,00200,1,,,,,141250,0131,1404995444638500,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,147125,0,,0,,0,0,,0
R,148333,1002,682,1.00,682,1.00,20250208,1.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,093923,20250208,093923,2,2,0,00200,1,,,,,00000000000000000000,0131,1404995444648333,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,148500,0,,0,,0,0,,0
R,147750,1,356,3594.36,682,3594.36,20250208,3594.36,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,042239,20250208,042239,2,2,0,00200,0,,,,,142541,0131,1404995445207750,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,141083,2,356,5.00,682,5.00,20250208,5.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,042239,20250208,042239,2,2,0,00200,0,,,,,142541,0131,1404995445221083,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,147750,0,,0,,0,0,,0
R,142916,1002,356,107.83,682,107.83,20250208,107.83,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,042239,20250208,042239,2,2,0,00200,0,,,,,00000000000000000000,0131,1404995445232916,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,141083,0,,0,,0,0,,0
R,145083,1,682,2771.67,682,2771.67,20250208,2771.67,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,030014,20250208,030014,2,2,0,00200,1,,,,,143208,0131,1404995446735083,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,147000,2,682,415.75,682,415.75,20250208,415.75,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,030014,20250208,030014,2,2,0,00200,1,,,,,143208,0131,1404995446747000,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,145083,0,,0,,0,0,,0
R,147958,1002,682,11.00,682,11.00,20250208,11.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,030014,20250208,030014,2,2,0,00200,1,,,,,00000000000000000000,0131,1404995446757958,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,147000,0,,0,,0,0,,0
R,146250,1,682,3868.78,682,3868.78,20250208,3868.78,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,021343,20250208,021343,2,2,0,00200,26,,,,,144083,0131,1404995447016250,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,144000,1,682,1655.82,682,1655.82,20250208,1655.82,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,053654,20250208,053654,2,2,0,00200,0,,,,,147916,0131,1404995447054000,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,144083,1,682,171.36,682,171.36,20250208,171.36,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,083645,20250208,083645,2,2,0,00200,26,,,,,146916,0131,1404995447654083,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,142916,1,682,1159.72,682,1159.72,20250208,1159.72,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,022542,20250208,022542,2,2,0,00200,26,,,,,141041,0131,1404995447922916,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,149000,1,682,4213.70,682,4213.70,20250208,4213.70,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,044524,20250208,044524,2,2,0,00200,19,,,,,142750,0131,1404995447949000,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,149791,1,682,3964.54,682,3964.54,20250208,3964.54,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,120432,20250208,120432,2,2,0,00200,0,,,,,143666,0131,1404995448239791,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,142375,1,682,4187.64,682,4187.64,20250208,4187.64,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,094205,20250208,094205,2,2,0,00200,0,,,,,146791,0131,1404995448582375,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,146125,1,356,4680.19,682,4680.19,20250208,4680.19,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,024413,20250208,024413,2,2,0,00200,19,,,,,146541,0131,1404995450246125,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,147541,2,356,3.00,682,3.00,20250208,3.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,024413,20250208,024413,2,2,0,00200,19,,,,,146541,0131,1404995450257541,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,146125,0,,0,,0,0,,0
R,146958,1002,356,140.41,682,140.41,20250208,140.41,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,024413,20250208,024413,2,2,0,00200,19,,,,,00000000000000000000,0131,1404995450266958,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,147541,0,,0,,0,0,,0
R,149916,1,682,1460.43,682,1460.43,20250208,1460.43,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,111825,20250208,111825,2,2,0,00200,0,,,,,143708,0131,1404995450529916,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,143416,1,682,1310.32,682,1310.32,20250208,1310.32,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,044516,20250208,044516,2,2,0,00200,19,,,,,143875,0131,1404995451323416,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,146375,1,356,2564.12,682,2564.12,20250208,2564.12,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,073543,20250208,073543,2,2,0,00200,0,,,,,148375,0131,1404995451356375,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,146416,2,356,7.00,682,7.00,20250208,7.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,073543,20250208,073543,2,2,0,00200,0,,,,,148375,0131,1404995451366416,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,146375,0,,0,,0,0,,0
R,147708,1002,356,76.92,682,76.92,20250208,76.92,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,073543,20250208,073543,2,2,0,00200,0,,,,,00000000000000000000,0131,1404995451377708,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,146416,0,,0,,0,0,,0
R,143000,1,682,2084.22,682,2084.22,20250208,2084.22,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,064257,20250208,064257,2,2,0,00200,19,,,,,146916,0131,1404995452643000,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,145000,1,356,4882.93,682,4882.93,20250208,4882.93,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,061309,20250208,061309,2,2,0,00200,26,,,,,149791,0131,1404995453025000,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,143250,2,356,13.00,682,13.00,20250208,13.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,061309,20250208,061309,2,2,0,00200,26,,,,,149791,0131,1404995453033250,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,145000,0,,0,,0,0,,0
R,144208,1002,356,146.49,682,146.49,20250208,146.49,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,061309,20250208,061309,2,2,0,00200,26,,,,,00000000000000000000,0131,1404995453044208,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,143250,0,,0,,0,0,,0
R,146041,1,356,3291.17,682,3291.17,20250208,3291.17,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,072640,20250208,072640,2,2,0,00200,19,,,,,140458,0131,1404995453676041,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,144541,2,356,11.00,682,11.00,20250208,11.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,072640,20250208,072640,2,2,0,00200,19,,,,,140458,0131,1404995453684541,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,146041,0,,0,,0,0,,0
R,142791,1002,356,98.74,682,98.74,20250208,98.74,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,072640,20250208,072640,2,2,0,00200,19,,,,,00000000000000000000,0131,1404995453692791,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,144541,0,,0,,0,0,,0
R,147208,1,356,4435.60,682,4435.60,20250208,4435.60,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,080755,20250208,080755,2,2,0,00200,19,,,,,142166,0131,1404995453837208,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,149083,2,356,17.00,682,17.00,20250208,17.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,080755,20250208,080755,2,2,0,00200,19,,,,,142166,0131,1404995453849083,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,147208,0,,0,,0,0,,0
R,147791,1002,356,133.07,682,133.07,20250208,133.07,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,080755,20250208,080755,2,2,0,00200,19,,,,,00000000000000000000,0131,1404995453857791,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,149083,0,,0,,0,0,,0
R,147625,1,682,4722.25,682,4722.25,20250208,4722.25,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,121425,20250208,121425,2,2,0,00200,19,,,,,149958,0131,1404995454107625,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,149625,1,682,3019.11,682,3019.11,20250208,3019.11,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,072519,20250208,072519,2,2,0,00200,19,,,,,142625,0131,1404995454369625,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,145166,1,682,4934.91,682,4934.91,20250208,4934.91,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,040812,20250208,040812,2,2,0,00200,1,,,,,149666,0131,1404995455175166,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,143875,2,682,740.24,682,740.24,20250208,740.24,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,040812,20250208,040812,2,2,0,00200,1,,,,,149666,0131,1404995455183875,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,145166,0,,0,,0,0,,0
R,142250,1002,682,5.00,682,5.00,20250208,5.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,040812,20250208,040812,2,2,0,00200,1,,,,,00000000000000000000,0131,1404995455192250,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,143875,0,,0,,0,0,,0
R,146916,1,682,2266.20,682,2266.20,20250208,2266.20,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,054358,20250208,054358,2,2,0,00200,26,,,,,145625,0131,1404995455536916,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,140958,1,356,1722.04,682,1722.04,20250208,1722.04,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,123306,20250208,123306,2,2,0,00200,1,,,,,146083,0131,1404995456110958,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,145083,2,356,258.31,682,258.31,20250208,258.31,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,123306,20250208,123306,2,2,0,00200,1,,,,,146083,0131,1404995456395083,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,140958,0,,0,,0,0,,0
R,143875,1002,356,1.00,682,1.00,20250208,1.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,123306,20250208,123306,2,2,0,00200,1,,,,,00000000000000000000,0131,1404995456403875,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,145083,0,,0,,0,0,,0
R,143416,2,356,1.00,682,1.00,20250208,1.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,123306,20250208,123306,2,2,0,00200,1,,,,,146083,0131,1404995456413416,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,140958,0,,0,,0,0,,0
R,145625,1002,356,51.66,682,51.66,20250208,51.66,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,123306,20250208,123306,2,2,0,00200,1,,,,,00000000000000000000,0131,1404995456425625,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,143416,0,,0,,0,0,,0
R,141500,1,682,1367.17,682,1367.17,20250208,1367.17,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,111505,20250208,111505,2,2,0,00200,0,,,,,147291,0131,1404995457061500,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,145500,1,356,4407.24,682,4407.24,20250208,4407.24,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,113140,20250208,113140,2,2,0,00200,19,,,,,140000,0131,1404995457615500,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,146541,2,356,11.00,682,11.00,20250208,11.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,113140,20250208,113140,2,2,0,00200,19,,,,,140000,0131,1404995457626541,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,145500,0,,0,,0,0,,0
R,145208,1002,356,132.22,682,132.22,20250208,132.22,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,113140,20250208,113140,2,2,0,00200,19,,,,,00000000000000000000,0131,1404995457635208,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,146541,0,,0,,0,0,,0
R,145541,1,356,4574.88,682,4574.88,20250208,4574.88,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,071734,20250208,071734,2,2,0,00200,26,,,,,147875,0131,1404995457855541,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,145916,2,356,17.00,682,17.00,20250208,17.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,071734,20250208,071734,2,2,0,00200,26,,,,,147875,0131,1404995457865916,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,145541,0,,0,,0,0,,0
R,144208,1002,356,137.25,682,137.25,20250208,137.25,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,071734,20250208,071734,2,2,0,00200,26,,,,,00000000000000000000,0131,1404995457874208,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,145916,0,,0,,0,0,,0
R,147916,1,356,2839.68,682,2839.68,20250208,2839.68,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,033344,20250208,033344,2,2,0,00200,19,,,,,140875,0131,1404995458537916,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,147250,2,356,5.00,682,5.00,20250208,5.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,033344,20250208,033344,2,2,0,00200,19,,,,,140875,0131,1404995458547250,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,147916,0,,0,,0,0,,0
R,145083,1002,356,85.19,682,85.19,20250208,85.19,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,033344,20250208,033344,2,2,0,00200,19,,,,,00000000000000000000,0131,1404995458555083,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,147250,0,,0,,0,0,,0
R,140666,1,682,1073.04,682,1073.04,20250208,1073.04,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,080215,20250208,080215,2,2,0,00200,26,,,,,146000,0131,1404995458760666,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,149333,1,356,3512.33,682,3512.33,20250208,3512.33,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,064115,20250208,064115,2,2,0,00200,0,,,,,143875,0131,1404995458779333,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,147000,2,356,3.00,682,3.00,20250208,3.00,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,064115,20250208,064115,2,2,0,00200,0,,,,,143875,0131,1404995458787000,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,149333,0,,0,,0,0,,0
R,144500,1002,356,105.37,682,105.37,20250208,105.37,682,20250208,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250208,064115,20250208,064115,2,2,0,00200,0,,,,,00000000000000000000,0131,1404995458794500,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,147000,0,,0,,0,0,,0
