RecordType,UNIQUE_ID,Transaction Type,Transaction Currency,Transaction Amount,Billing Currency,Billing Amount,Settlement Date,Settlement Amount,Settlement Currency,System Date,Account Number,Account Id,VPAN,Masked PAN,Date Transmit,Time Transmit,Date Local,Time Local,Message Class,Message Function,Transaction Source,Function Code,Transaction Code,Acquirer Financial Entity,Transaction Reference Number,ARN,Token Requestor ID,Authorization Transaction Log ID,Item Category,RRN,STAN,Description,Card Acceptor Location,MCC,Card Acceptor ID,Terminal Code,Acquirer ID,Acquirer Country,Card Data Input Capability,Cardholder Authentication Availability,Card Capture Capability,Operating Environment,Cardholder Present Indicator,Card Present Indicator,Card Data Input Mode,Cardholder Authentication Method,Cardholder authorization Entity,Pin Capture Capability,Reference,Original Transaction Id,Original Transaction Reference,Balance Before,Surplus Before,Balance After,Surplus After,Credit Debit,Application Sequence
R,149750,1,682,1371.39,682,1371.39,20250207,1371.39,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,104753,20250207,104753,2,2,0,00200,0,,,,,143208,0131,1404995435779750,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,144958,1,356,4709.01,682,4709.01,20250207,4709.01,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,042554,20250207,042554,2,2,0,00200,19,,,,,146791,0131,1404995437714958,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,140583,2,356,17.00,682,17.00,20250207,17.00,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,042554,20250207,042554,2,2,0,00200,19,,,,,146791,0131,1404995437730583,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,144958,0,,0,,0,0,,0
R,142125,1002,356,141.27,682,141.27,20250207,141.27,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,042554,20250207,042554,2,2,0,00200,19,,,,,00000000000000000000,0131,1404995437742125,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,140583,0,,0,,0,0,,0
R,140250,1,356,2652.99,682,2652.99,20250207,2652.99,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,064736,20250207,064736,2,2,0,00200,26,,,,,140125,0131,1404995438000250,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,144541,2,356,7.00,682,7.00,20250207,7.00,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,064736,20250207,064736,2,2,0,00200,26,,,,,140125,0131,1404995438014541,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,140250,0,,0,,0,0,,0
R,145875,1002,356,79.59,682,79.59,20250207,79.59,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,064736,20250207,064736,2,2,0,00200,26,,,,,00000000000000000000,0131,1404995438025875,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,144541,0,,0,,0,0,,0
R,140125,1,356,2778.23,682,2778.23,20250207,2778.23,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,072325,20250207,072325,2,2,0,00200,19,,,,,143708,0131,1404995438050125,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,142000,2,356,5.00,682,5.00,20250207,5.00,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,072325,20250207,072325,2,2,0,00200,19,,,,,143708,0131,1404995438062000,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,140125,0,,0,,0,0,,0
R,142583,1002,356,83.35,682,83.35,20250207,83.35,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,072325,20250207,072325,2,2,0,00200,19,,,,,00000000000000000000,0131,1404995438072583,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,142000,0,,0,,0,0,,0
R,147000,1,356,3806.54,682,3806.54,20250207,3806.54,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,060746,20250207,060746,2,2,0,00200,19,,,,,149791,0131,1404995438907000,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,140958,2,356,15.00,682,15.00,20250207,15.00,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,060746,20250207,060746,2,2,0,00200,19,,,,,149791,0131,1404995438920958,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,147000,0,,0,,0,0,,0
R,141625,1002,356,114.20,682,114.20,20250207,114.20,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,060746,20250207,060746,2,2,0,00200,19,,,,,00000000000000000000,0131,1404995438931625,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,140958,0,,0,,0,0,,0
R,140708,1,682,739.55,682,739.55,20250207,739.55,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,045347,20250207,045347,2,2,0,00200,19,,,,,144250,0131,1404995439240708,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,142625,1,682,2157.65,682,2157.65,20250207,2157.65,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,020826,20250207,020826,2,2,0,00200,0,,,,,142250,0131,1404995439752625,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,142750,1,356,1127.40,682,1127.40,20250207,1127.40,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,045620,20250207,045620,2,2,0,00200,1,,,,,146458,0131,1404995440842750,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,146708,2,356,169.11,682,169.11,20250207,169.11,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,045620,20250207,045620,2,2,0,00200,1,,,,,146458,0131,1404995440856708,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,142750,0,,0,,0,0,,0
R,149458,1002,356,17.00,682,17.00,20250207,17.00,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,045620,20250207,045620,2,2,0,00200,1,,,,,00000000000000000000,0131,1404995440869458,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,146708,0,,0,,0,0,,0
R,141125,2,356,17.00,682,17.00,20250207,17.00,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,045620,20250207,045620,2,2,0,00200,1,,,,,146458,0131,1404995440881125,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,142750,0,,0,,0,0,,0
R,141833,1002,356,33.82,682,33.82,20250207,33.82,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,045620,20250207,045620,2,2,0,00200,1,,,,,00000000000000000000,0131,1404995440891833,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,141125,0,,0,,0,0,,0
R,149125,1,356,1733.49,682,1733.49,20250207,1733.49,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,031751,20250207,031751,2,2,0,00200,19,,,,,148833,0131,1404995441389125,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,143125,2,356,5.00,682,5.00,20250207,5.00,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,031751,20250207,031751,2,2,0,00200,19,,,,,148833,0131,1404995441403125,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,149125,0,,0,,0,0,,0
R,143458,1002,356,52.00,682,52.00,20250207,52.00,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,031751,20250207,031751,2,2,0,00200,19,,,,,00000000000000000000,0131,1404995441413458,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,143125,0,,0,,0,0,,0
R,146375,1,356,1522.72,682,1522.72,20250207,1522.72,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,092735,20250207,092735,2,2,0,00200,19,,,,,143250,0131,1404995441476375,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,148166,2,356,3.00,682,3.00,20250207,3.00,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,092735,20250207,092735,2,2,0,00200,19,,,,,143250,0131,1404995441488166,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,146375,0,,0,,0,0,,0
R,148958,1002,356,45.68,682,45.68,20250207,45.68,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,092735,20250207,092735,2,2,0,00200,19,,,,,00000000000000000000,0131,1404995441498958,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,148166,0,,0,,0,0,,0
R,144375,1,682,3831.67,682,3831.67,20250207,3831.67,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,064813,20250207,064813,2,2,0,00200,0,,,,,144458,0131,1404995441734375,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,145125,1,682,2742.77,682,2742.77,20250207,2742.77,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,034643,20250207,034643,2,2,0,00200,1,,,,,148083,0131,1404995442175125,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,148083,2,682,411.42,682,411.42,20250207,411.42,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,034643,20250207,034643,2,2,0,00200,1,,,,,148083,0131,1404995442188083,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,145125,0,,0,,0,0,,0
R,149458,1002,682,5.00,682,5.00,20250207,5.00,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,034643,20250207,034643,2,2,0,00200,1,,,,,00000000000000000000,0131,1404995442199458,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,148083,0,,0,,0,0,,0
R,144416,1,356,4838.56,682,4838.56,20250207,4838.56,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,010525,20250207,010525,2,2,0,00200,26,,,,,148416,0131,1404995442264416,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,144208,2,356,3.00,682,3.00,20250207,3.00,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,010525,20250207,010525,2,2,0,00200,26,,,,,148416,0131,1404995442274208,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,144416,0,,0,,0,0,,0
R,144750,1002,356,145.16,682,145.16,20250207,145.16,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,010525,20250207,010525,2,2,0,00200,26,,,,,00000000000000000000,0131,1404995442284750,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,144208,0,,0,,0,0,,0
R,145833,1,356,1659.84,682,1659.84,20250207,1659.84,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,041115,20250207,041115,2,2,0,00200,0,,,,,140125,0131,1404995442305833,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,146541,2,356,1.00,682,1.00,20250207,1.00,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,041115,20250207,041115,2,2,0,00200,0,,,,,140125,0131,1404995442316541,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,145833,0,,0,,0,0,,0
R,146333,1002,356,49.80,682,49.80,20250207,49.80,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,041115,20250207,041115,2,2,0,00200,0,,,,,00000000000000000000,0131,1404995442326333,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,146541,0,,0,,0,0,,0
R,148041,1,682,4340.82,682,4340.82,20250207,4340.82,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,035110,20250207,035110,2,2,0,00200,1,,,,,142041,0131,1404995443128041,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,142125,2,682,651.12,682,651.12,20250207,651.12,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,035110,20250207,035110,2,2,0,00200,1,,,,,142041,0131,1404995443142125,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,148041,0,,0,,0,0,,0
R,143375,1002,682,1.00,682,1.00,20250207,1.00,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,035110,20250207,035110,2,2,0,00200,1,,,,,00000000000000000000,0131,1404995443153375,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,142125,0,,0,,0,0,,0
R,143708,1,682,2718.84,682,2718.84,20250207,2718.84,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,053535,20250207,053535,2,2,0,00200,0,,,,,144750,0131,1404995444603708,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,140250,1,356,3746.61,682,3746.61,20250207,3746.61,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,103538,20250207,103538,2,2,0,00200,1,,,,,144416,0131,1404995444670250,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,141291,2,356,561.99,682,561.99,20250207,561.99,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,103538,20250207,103538,2,2,0,00200,1,,,,,144416,0131,1404995444681291,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,140250,0,,0,,0,0,,0
R,141000,1002,356,1.00,682,1.00,20250207,1.00,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,103538,20250207,103538,2,2,0,00200,1,,,,,00000000000000000000,0131,1404995444691000,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,141291,0,,0,,0,0,,0
R,143083,2,356,1.00,682,1.00,20250207,1.00,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,103538,20250207,103538,2,2,0,00200,1,,,,,144416,0131,1404995444703083,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,140250,0,,0,,0,0,,0
R,148541,1002,356,112.40,682,112.40,20250207,112.40,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,103538,20250207,103538,2,2,0,00200,1,,,,,00000000000000000000,0131,1404995444718541,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,143083,0,,0,,0,0,,0
R,145458,1,356,2627.26,682,2627.26,20250207,2627.26,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,051307,20250207,051307,2,2,0,00200,26,,,,,146583,0131,1404995445575458,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,148625,2,356,17.00,682,17.00,20250207,17.00,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,051307,20250207,051307,2,2,0,00200,26,,,,,146583,0131,1404995445588625,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,145458,0,,0,,0,0,,0
R,148625,1002,356,78.82,682,78.82,20250207,78.82,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,051307,20250207,051307,2,2,0,00200,26,,,,,00000000000000000000,0131,1404995445598625,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,148625,0,,0,,0,0,,0
R,140583,1,682,875.45,682,875.45,20250207,875.45,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,040314,20250207,040314,2,2,0,00200,26,,,,,144791,0131,1404995445620583,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,144333,1,682,4802.55,682,4802.55,20250207,4802.55,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,061330,20250207,061330,2,2,0,00200,0,,,,,148541,0131,1404995446444333,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,145583,1,682,3207.89,682,3207.89,20250207,3207.89,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,101624,20250207,101624,2,2,0,00200,26,,,,,149708,0131,1404995446465583,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,146375,1,356,1389.96,682,1389.96,20250207,1389.96,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,042005,20250207,042005,2,2,0,00200,19,,,,,140583,0131,1404995446486375,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,147458,2,356,13.00,682,13.00,20250207,13.00,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,042005,20250207,042005,2,2,0,00200,19,,,,,140583,0131,1404995446497458,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,146375,0,,0,,0,0,,0
R,148458,1002,356,41.70,682,41.70,20250207,41.70,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,042005,20250207,042005,2,2,0,00200,19,,,,,00000000000000000000,0131,1404995446508458,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,147458,0,,0,,0,0,,0
R,142583,1,356,3273.81,682,3273.81,20250207,3273.81,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,102727,20250207,102727,2,2,0,00200,26,,,,,149583,0131,1404995447592583,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,143041,2,356,15.00,682,15.00,20250207,15.00,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,102727,20250207,102727,2,2,0,00200,26,,,,,149583,0131,1404995447613041,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,142583,0,,0,,0,0,,0
R,144500,1002,356,98.21,682,98.21,20250207,98.21,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,102727,20250207,102727,2,2,0,00200,26,,,,,00000000000000000000,0131,1404995447624500,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,143041,0,,0,,0,0,,0
R,143125,1,356,1167.32,682,1167.32,20250207,1167.32,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,103502,20250207,103502,2,2,0,00200,0,,,,,145250,0131,1404995448193125,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,147458,2,356,3.00,682,3.00,20250207,3.00,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,103502,20250207,103502,2,2,0,00200,0,,,,,145250,0131,1404995448207458,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,143125,0,,0,,0,0,,0
R,148583,1002,356,35.02,682,35.02,20250207,35.02,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,103502,20250207,103502,2,2,0,00200,0,,,,,00000000000000000000,0131,1404995448218583,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,147458,0,,0,,0,0,,0
R,142125,1,356,2749.73,682,2749.73,20250207,2749.73,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,044302,20250207,044302,2,2,0,00200,26,,,,,146333,0131,1404995448542125,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,141666,2,356,17.00,682,17.00,20250207,17.00,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,044302,20250207,044302,2,2,0,00200,26,,,,,146333,0131,1404995448551666,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,142125,0,,0,,0,0,,0
R,141833,1002,356,82.49,682,82.49,20250207,82.49,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,044302,20250207,044302,2,2,0,00200,26,,,,,00000000000000000000,0131,1404995448561833,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,141666,0,,0,,0,0,,0
R,142916,1,682,4679.06,682,4679.06,20250207,4679.06,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,081346,20250207,081346,2,2,0,00200,26,,,,,146541,0131,1404995448842916,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,141125,1,682,3284.08,682,3284.08,20250207,3284.08,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,101334,20250207,101334,2,2,0,00200,19,,,,,149333,0131,1404995449071125,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,140791,1,682,685.55,682,685.55,20250207,685.55,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,063507,20250207,063507,2,2,0,00200,19,,,,,148166,0131,1404995449320791,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,149000,1,356,2913.55,682,2913.55,20250207,2913.55,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,052618,20250207,052618,2,2,0,00200,0,,,,,141833,0131,1404995449359000,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,144250,2,356,11.00,682,11.00,20250207,11.00,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,052618,20250207,052618,2,2,0,00200,0,,,,,141833,0131,1404995449374250,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,149000,0,,0,,0,0,,0
R,145208,1002,356,87.41,682,87.41,20250207,87.41,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,052618,20250207,052618,2,2,0,00200,0,,,,,00000000000000000000,0131,1404995449385208,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,144250,0,,0,,0,0,,0
R,146916,1,356,4310.17,682,4310.17,20250207,4310.17,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,060458,20250207,060458,2,2,0,00200,26,,,,,148791,0131,1404995450186916,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,140375,2,356,15.00,682,15.00,20250207,15.00,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,060458,20250207,060458,2,2,0,00200,26,,,,,148791,0131,1404995450200375,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,146916,0,,0,,0,0,,0
R,140333,1002,356,129.31,682,129.31,20250207,129.31,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,060458,20250207,060458,2,2,0,00200,26,,,,,00000000000000000000,0131,1404995450210333,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,140375,0,,0,,0,0,,0
R,148083,1,682,673.03,682,673.03,20250207,673.03,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,035511,20250207,035511,2,2,0,00200,1,,,,,142291,0131,1404995450578083,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,149041,2,682,100.95,682,100.95,20250207,100.95,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,035511,20250207,035511,2,2,0,00200,1,,,,,142291,0131,1404995450589041,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,148083,0,,0,,0,0,,0
R,141041,1002,682,1.00,682,1.00,20250207,1.00,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,035511,20250207,035511,2,2,0,00200,1,,,,,00000000000000000000,0131,1404995450601041,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,149041,0,,0,,0,0,,0
R,144166,1,356,3393.05,682,3393.05,20250207,3393.05,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,093308,20250207,093308,2,2,0,00200,26,,,,,143083,0131,1404995452164166,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,142916,2,356,3.00,682,3.00,20250207,3.00,682,20250207,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250207,093308,20250207,093308,2,2,0,00200,26,,,,,143083,0131,1404995452182916,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,144166,0,,0,,0,0,,0
