RecordType,UNIQUE_ID,Transaction Type,Transaction Currency,Transaction Amount,Billing Currency,Billing Amount,Settlement Date,Settlement Amount,Settlement Currency,System Date,Account Number,Account Id,VPAN,Masked PAN,Date Transmit,Time Transmit,Date Local,Time Local,Message Class,Message Function,Transaction Source,Function Code,Transaction Code,Acquirer Financial Entity,Transaction Reference Number,ARN,Token Requestor ID,Authorization Transaction Log ID,Item Category,RRN,STAN,Description,Card Acceptor Location,MCC,Card Acceptor ID,Terminal Code,Acquirer ID,Acquirer Country,Card Data Input Capability,Cardholder Authentication Availability,Card Capture Capability,Operating Environment,Cardholder Present Indicator,Card Present Indicator,Card Data Input Mode,Cardholder Authentication Method,Cardholder authorization Entity,Pin Capture Capability,Reference,Original Transaction Id,Original Transaction Reference,Balance Before,Surplus Before,Balance After,Surplus After,Credit Debit,Application Sequence
R,142958,1,356,2447.99,682,2447.99,20250209,2447.99,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,073634,20250209,073634,2,2,0,00200,26,,,,,147041,0131,1404995450932958,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,143916,2,356,7.00,682,7.00,20250209,7.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,073634,20250209,073634,2,2,0,00200,26,,,,,147041,0131,1404995450953916,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,142958,0,,0,,0,0,,0
R,145291,1002,356,73.44,682,73.44,20250209,73.44,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,073634,20250209,073634,2,2,0,00200,26,,,,,00000000000000000000,0131,1404995450965291,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,143916,0,,0,,0,0,,0
R,149583,1,356,4775.07,682,4775.07,20250209,4775.07,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,045600,20250209,045600,2,2,0,00200,26,,,,,147333,0131,1404995452949583,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,141125,2,356,13.00,682,13.00,20250209,13.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,045600,20250209,045600,2,2,0,00200,26,,,,,147333,0131,1404995452961125,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,149583,0,,0,,0,0,,0
R,149583,1002,356,143.25,682,143.25,20250209,143.25,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,045600,20250209,045600,2,2,0,00200,26,,,,,00000000000000000000,0131,1404995452969583,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,141125,0,,0,,0,0,,0
R,148833,1,356,4169.28,682,4169.28,20250209,4169.28,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,064842,20250209,064842,2,2,0,00200,0,,,,,143375,0131,1404995452988833,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,147208,2,356,7.00,682,7.00,20250209,7.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,064842,20250209,064842,2,2,0,00200,0,,,,,143375,0131,1404995452997208,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,148833,0,,0,,0,0,,0
R,145416,1002,356,125.08,682,125.08,20250209,125.08,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,064842,20250209,064842,2,2,0,00200,0,,,,,00000000000000000000,0131,1404995453005416,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,147208,0,,0,,0,0,,0
R,142250,1,356,4852.33,682,4852.33,20250209,4852.33,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,053321,20250209,053321,2,2,0,00200,1,,,,,146958,0131,1404995453062250,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,141083,2,356,727.85,682,727.85,20250209,727.85,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,053321,20250209,053321,2,2,0,00200,1,,,,,146958,0131,1404995453091083,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,142250,0,,0,,0,0,,0
R,142041,1002,356,3.00,682,3.00,20250209,3.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,053321,20250209,053321,2,2,0,00200,1,,,,,00000000000000000000,0131,1404995453102041,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,141083,0,,0,,0,0,,0
R,141291,2,356,3.00,682,3.00,20250209,3.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,053321,20250209,053321,2,2,0,00200,1,,,,,146958,0131,1404995453111291,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,142250,0,,0,,0,0,,0
R,149250,1002,356,145.57,682,145.57,20250209,145.57,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,053321,20250209,053321,2,2,0,00200,1,,,,,00000000000000000000,0131,1404995453119250,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,141291,0,,0,,0,0,,0
R,145583,1,356,513.55,682,513.55,20250209,513.55,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,101253,20250209,101253,2,2,0,00200,0,,,,,149375,0131,1404995453635583,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,147333,2,356,5.00,682,5.00,20250209,5.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,101253,20250209,101253,2,2,0,00200,0,,,,,149375,0131,1404995453647333,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,145583,0,,0,,0,0,,0
R,146125,1002,356,15.41,682,15.41,20250209,15.41,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,101253,20250209,101253,2,2,0,00200,0,,,,,00000000000000000000,0131,1404995453656125,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,147333,0,,0,,0,0,,0
R,141208,1,682,2933.62,682,2933.62,20250209,2933.62,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,103737,20250209,103737,2,2,0,00200,26,,,,,145958,0131,1404995453711208,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,146416,1,356,3377.73,682,3377.73,20250209,3377.73,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,012041,20250209,012041,2,2,0,00200,19,,,,,140750,0131,1404995453766416,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,144583,2,356,7.00,682,7.00,20250209,7.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,012041,20250209,012041,2,2,0,00200,19,,,,,140750,0131,1404995453774583,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,146416,0,,0,,0,0,,0
R,142541,1002,356,101.33,682,101.33,20250209,101.33,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,012041,20250209,012041,2,2,0,00200,19,,,,,00000000000000000000,0131,1404995453782541,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,144583,0,,0,,0,0,,0
R,140791,1,356,1639.68,682,1639.68,20250209,1639.68,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,080605,20250209,080605,2,2,0,00200,0,,,,,145791,0131,1404995453800791,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,148916,2,356,1.00,682,1.00,20250209,1.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,080605,20250209,080605,2,2,0,00200,0,,,,,145791,0131,1404995453808916,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,140791,0,,0,,0,0,,0
R,146958,1002,356,49.19,682,49.19,20250209,49.19,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,080605,20250209,080605,2,2,0,00200,0,,,,,00000000000000000000,0131,1404995453816958,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,148916,0,,0,,0,0,,0
R,141083,1,682,2862.11,682,2862.11,20250209,2862.11,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,034201,20250209,034201,2,2,0,00200,1,,,,,147875,0131,1404995454611083,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,141708,2,682,429.32,682,429.32,20250209,429.32,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,034201,20250209,034201,2,2,0,00200,1,,,,,147875,0131,1404995454621708,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,141083,0,,0,,0,0,,0
R,149833,1002,682,7.00,682,7.00,20250209,7.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,034201,20250209,034201,2,2,0,00200,1,,,,,00000000000000000000,0131,1404995454629833,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,141708,0,,0,,0,0,,0
R,147541,1,682,4811.06,682,4811.06,20250209,4811.06,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,061244,20250209,061244,2,2,0,00200,0,,,,,142666,0131,1404995454857541,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,147916,1,682,2155.43,682,2155.43,20250209,2155.43,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,093419,20250209,093419,2,2,0,00200,19,,,,,143791,0131,1404995455817916,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,140541,1,682,2326.98,682,2326.98,20250209,2326.98,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,040315,20250209,040315,2,2,0,00200,26,,,,,143750,0131,1404995455850541,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,145208,1,682,3180.45,682,3180.45,20250209,3180.45,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,061114,20250209,061114,2,2,0,00200,26,,,,,149166,0131,1404995457085208,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,148250,1,356,1813.40,682,1813.40,20250209,1813.40,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,013720,20250209,013720,2,2,0,00200,19,,,,,146958,0131,1404995457338250,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,145958,2,356,9.00,682,9.00,20250209,9.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,013720,20250209,013720,2,2,0,00200,19,,,,,146958,0131,1404995457355958,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,148250,0,,0,,0,0,,0
R,145458,1002,356,54.40,682,54.40,20250209,54.40,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,013720,20250209,013720,2,2,0,00200,19,,,,,00000000000000000000,0131,1404995457365458,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,145958,0,,0,,0,0,,0
R,140541,1,682,1332.58,682,1332.58,20250209,1332.58,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,083814,20250209,083814,2,2,0,00200,0,,,,,145750,0131,1404995459240541,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,144833,1,682,207.08,682,207.08,20250209,207.08,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,014558,20250209,014558,2,2,0,00200,26,,,,,143666,0131,1404995459944833,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,149916,1,682,2374.79,682,2374.79,20250209,2374.79,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,014414,20250209,014414,2,2,0,00200,1,,,,,144958,0131,1404995461719916,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,147208,2,682,356.22,682,356.22,20250209,356.22,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,014414,20250209,014414,2,2,0,00200,1,,,,,144958,0131,1404995461727208,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,149916,0,,0,,0,0,,0
R,144375,1002,682,17.00,682,17.00,20250209,17.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,014414,20250209,014414,2,2,0,00200,1,,,,,00000000000000000000,0131,1404995461734375,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,147208,0,,0,,0,0,,0
R,141625,1,682,523.21,682,523.21,20250209,523.21,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,032152,20250209,032152,2,2,0,00200,1,,,,,145166,0131,1404995462401625,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,140083,2,682,78.48,682,78.48,20250209,78.48,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,032152,20250209,032152,2,2,0,00200,1,,,,,145166,0131,1404995462410083,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,141625,0,,0,,0,0,,0
R,146833,1002,682,17.00,682,17.00,20250209,17.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,032152,20250209,032152,2,2,0,00200,1,,,,,00000000000000000000,0131,1404995462416833,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,140083,0,,0,,0,0,,0
R,141375,1,356,2962.33,682,2962.33,20250209,2962.33,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,051726,20250209,051726,2,2,0,00200,19,,,,,146750,0131,1404995462431375,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,140458,2,356,17.00,682,17.00,20250209,17.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,051726,20250209,051726,2,2,0,00200,19,,,,,146750,0131,1404995462440458,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,141375,0,,0,,0,0,,0
R,147583,1002,356,88.87,682,88.87,20250209,88.87,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,051726,20250209,051726,2,2,0,00200,19,,,,,00000000000000000000,0131,1404995462447583,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,140458,0,,0,,0,0,,0
R,144875,1,682,3711.96,682,3711.96,20250209,3711.96,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,045745,20250209,045745,2,2,0,00200,0,,,,,141875,0131,1404995462704875,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,144458,1,682,4316.37,682,4316.37,20250209,4316.37,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,070227,20250209,070227,2,2,0,00200,1,,,,,149125,0131,1404995462724458,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,141541,2,682,647.45,682,647.45,20250209,647.45,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,070227,20250209,070227,2,2,0,00200,1,,,,,149125,0131,1404995462731541,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,144458,0,,0,,0,0,,0
R,148541,1002,682,17.00,682,17.00,20250209,17.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,070227,20250209,070227,2,2,0,00200,1,,,,,00000000000000000000,0131,1404995462738541,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,141541,0,,0,,0,0,,0
R,141916,1,356,2788.77,682,2788.77,20250209,2788.77,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,012234,20250209,012234,2,2,0,00200,26,,,,,146125,0131,1404995463181916,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,149041,2,356,1.00,682,1.00,20250209,1.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,012234,20250209,012234,2,2,0,00200,26,,,,,146125,0131,1404995463189041,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,141916,0,,0,,0,0,,0
R,146000,1002,356,83.66,682,83.66,20250209,83.66,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,012234,20250209,012234,2,2,0,00200,26,,,,,00000000000000000000,0131,1404995463196000,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,149041,0,,0,,0,0,,0
R,147541,1,356,1947.10,682,1947.10,20250209,1947.10,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,082005,20250209,082005,2,2,0,00200,0,,,,,142458,0131,1404995464097541,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,146500,2,356,1.00,682,1.00,20250209,1.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,082005,20250209,082005,2,2,0,00200,0,,,,,142458,0131,1404995464106500,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,147541,0,,0,,0,0,,0
R,143333,1002,356,58.41,682,58.41,20250209,58.41,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,082005,20250209,082005,2,2,0,00200,0,,,,,00000000000000000000,0131,1404995464113333,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,146500,0,,0,,0,0,,0
R,140458,1,682,3872.81,682,3872.81,20250209,3872.81,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,073426,20250209,073426,2,2,0,00200,19,,,,,145875,0131,1404995464780458,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,141000,1,356,3665.63,682,3665.63,20250209,3665.63,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,120142,20250209,120142,2,2,0,00200,19,,,,,146583,0131,1404995464821000,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,147625,2,356,17.00,682,17.00,20250209,17.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,120142,20250209,120142,2,2,0,00200,19,,,,,146583,0131,1404995464827625,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,141000,0,,0,,0,0,,0
R,144166,1002,356,109.97,682,109.97,20250209,109.97,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,120142,20250209,120142,2,2,0,00200,19,,,,,00000000000000000000,0131,1404995464834166,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,147625,0,,0,,0,0,,0
R,148166,1,356,2725.45,682,2725.45,20250209,2725.45,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,023549,20250209,023549,2,2,0,00200,19,,,,,143750,0131,1404995464878166,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,144791,2,356,5.00,682,5.00,20250209,5.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,023549,20250209,023549,2,2,0,00200,19,,,,,143750,0131,1404995464884791,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,148166,0,,0,,0,0,,0
R,141500,1002,356,81.76,682,81.76,20250209,81.76,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,023549,20250209,023549,2,2,0,00200,19,,,,,00000000000000000000,0131,1404995464891500,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,144791,0,,0,,0,0,,0
R,148166,1,356,2222.92,682,2222.92,20250209,2222.92,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,122950,20250209,122950,2,2,0,00200,19,,,,,143791,0131,1404995465118166,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,144750,2,356,17.00,682,17.00,20250209,17.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,122950,20250209,122950,2,2,0,00200,19,,,,,143791,0131,1404995465124750,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,148166,0,,0,,0,0,,0
R,141416,1002,356,66.69,682,66.69,20250209,66.69,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,122950,20250209,122950,2,2,0,00200,19,,,,,00000000000000000000,0131,1404995465131416,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,144750,0,,0,,0,0,,0
R,145583,1,682,1568.56,682,1568.56,20250209,1568.56,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,044817,20250209,044817,2,2,0,00200,19,,,,,140833,0131,1404995465335583,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,140916,1,682,2264.82,682,2264.82,20250209,2264.82,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,105251,20250209,105251,2,2,0,00200,26,,,,,146333,0131,1404995465350916,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,142041,1,356,3151.43,682,3151.43,20250209,3151.43,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,062440,20250209,062440,2,2,0,00200,0,,,,,140250,0131,1404995465542041,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,140666,2,356,5.00,682,5.00,20250209,5.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,062440,20250209,062440,2,2,0,00200,0,,,,,140250,0131,1404995465550666,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,142041,0,,0,,0,0,,0
R,147291,1002,356,94.54,682,94.54,20250209,94.54,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,062440,20250209,062440,2,2,0,00200,0,,,,,00000000000000000000,0131,1404995465557291,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,140666,0,,0,,0,0,,0
R,140500,1,682,2881.58,682,2881.58,20250209,2881.58,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,121039,20250209,121039,2,2,0,00200,19,,,,,146041,0131,1404995465820500,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,147250,1,682,4767.91,682,4767.91,20250209,4767.91,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,072914,20250209,072914,2,2,0,00200,19,,,,,143000,0131,1404995465887250,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,140500,1,682,2406.39,682,2406.39,20250209,2406.39,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,040613,20250209,040613,2,2,0,00200,26,,,,,146333,0131,1404995465900500,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,144125,1,356,53.91,682,53.91,20250209,53.91,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,104627,20250209,104627,2,2,0,00200,0,,,,,143375,0131,1404995466494125,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
R,142500,2,356,5.00,682,5.00,20250209,5.00,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,104627,20250209,104627,2,2,0,00200,0,,,,,143375,0131,1404995466502500,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,144125,0,,0,,0,0,,0
R,141041,1002,356,1.62,682,1.62,20250209,1.62,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,104627,20250209,104627,2,2,0,00200,0,,,,,00000000000000000000,0131,1404995466511041,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,142500,0,,0,,0,0,,0
R,147666,1,356,3640.77,682,3640.77,20250209,3640.77,682,20250209,6826000000000327,6826000000000327,9001000004545245,401778_5245,20250209,012732,20250209,012732,2,2,0,00200,1,,,,,142958,0131,1404995466957666,0,Generated transaction,CARD ACCEPTOR~ATM Riyadh~CITY NAME~             682,0,,,,,,,,,,,,,,,,0,,0,,0,0,,0
